id,gen,ht,wt,imb,age,cirw,cirth,cirn
738,0,178,84,26512,53,104,103,42
739,1,170,64,22145,44,76,101,36
740,0,183,102,30458,58,114,118,41
741,0,182,106,32001,51,125,120,47
742,0,181,100,30524,50,110,113,45
743,1,163,71,26723,41,82,110,33
744,1,162,51,19433,29,64,96,35
745,1,162,64,24387,43,80,97,35
746,0,180,74,22840,59,97,103,41
747,0,190,72,19945,27,79,94,37
748,0,178,102,32193,39,118,111,44
749,1,163,75,28228,55,96,109,37
750,0,184,104,30718,24,110,113,44
751,1,176,67,21630,32,83,102,37
752,0,190,112,31025,46,107,116,44
753,0,180,86,26543,39,93,90,39
754,0,182,99,29888,49,110,116,44
755,0,172,78,26366,49,92,90,42
756,1,165,52,19100,33,71,93,37
757,0,170,96,33218,36,111,111,48
758,1,160,89,34766,51,102,112,42
759,1,166,80,29032,50,89,113,39
760,0,175,78,25469,41,87,105,43
761,1,176,68,21952,53,80,103,38
762,0,174,72,23781,38,80,94,41
763,1,161,49,18904,27,61,86,32
764,1,172,69,23323,38,74,110,37
765,1,162,61,23243,45,80,97,38
766,0,186,96,27749,46,101,110,45
767,0,164,60,22308,41,76,92,36
768,0,182,98,29586,44,103,113,45
769,0,178,80,25249,44,94,105,41
770,1,170,65,22491,44,77,101,38
771,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0
773,1,158,60,24035,55,74,99,34
774,0,177,78,24897,62,102,100,42
775,0,180,60,18519,40,80,96,42
776,0,0,0,0,0,0,0,0
777,0,170,94,32526,57,109,102,42
778,0,176,110,35511,52,127,118,48
779,1,163,59,22206,54,80,100,34
780,0,176,89,28732,62,101,100,46
781,1,172,78,26366,26,81,108,38
782,0,0,0,0,0,0,0,0
783,1,157,81,32861,60,107,117,41
784,1,185,100,29218,38,89,125,36
785,0,176,95,30669,38,105,100,45
786,1,162,66,25149,34,72,97,35
787,0,185,95,27757,35,94,108,42
788,1,162,86,32769,42,98,116,42
789,1,164,78,29001,48,97,115,37
790,0,170,95,32872,37,107,100,46
791,1,160,53,20703,31,71,99,35
792,1,160,47,18359,28,66,94,34
793,0,182,83,25057,32,91,110,40
794,0,170,85,29412,56,102,107,42
795,0,170,75,25952,61,100,,46
796,0,188,91,25747,49,93,108,42
797,0,186,95,27460,57,93,110,41
798,0,179,84,26216,33,91,106,43
799,1,161,65,25076,58,80,102,34
800,1,163,72,27099,57,86,104,35
801,1,167,70,25100,55,89,98,37
802,1,165,52,19100,54,71,96,32
803,1,167,49,17570,29,67,93,32
804,0,176,89,28732,35,101,107,43
805,0,184,94,27765,30,102,106,47
806,0,168,70,24802,34,86,100,38
807,0,174,96,31708,33,98,103,43
808,1,165,79,29017,53,88,110,39
809,0,178,90,28406,30,103,104,42
810,0,180,71,21914,34,83,80,37
811,1,170,61,21107,23,76,100,36
812,1,160,62,24219,35,74,105,34
813,0,182,89,26869,51,104,110,43
814,1,173,50,16706,25,63,96,35
815,0,176,95,30669,48,114,111,48
816,0,184,88,25992,43,90,105,41
817,0,185,93,27173,39,96,110,47
818,0,179,89,27777,40,98,106,39
819,1,164,80,29744,57,99,112,34
820,0,178,84,26512,35,98,112,42
821,0,178,84,26512,35,87,108,43
822,0,182,100,30190,42,110,112,41
823,0,176,87,28086,53,104,110,44
824,1,172,60,20281,27,64,96,34
825,0,175,94,30694,61,105,115,41
826,0,169,84,29411,59,108,100,43
827,1,159,66,26107,40,84,110,36
828,1,164,59,21936,39,69,94,36
829,0,171,105,35908,36,116,114,48
830,0,191,95,26041,39,89,98,40
831,0,169,72,25209,34,86,99,36
832,0,184,63,18608,23,72,94,38
833,0,187,88,25165,38,89,108,42
834,1,160,57,22266,28,73,97,36
835,0,176,80,25826,37,91,101,43
836,1,178,50,15781,25,64,87,34
837,1,168,50,17715,33,68,90,35
838,0,186,85,24569,38,89,96,42
839,0,175,104,33959,46,111,110,44
840,1,158,59,23634,47,79,96,39
841,1,154,81,34154,48,104,113,40
842,1,170,80,27682,50,88,102,38
843,1,165,84,30854,41,92,113,36
844,1,159,105,41533,48,112,130,39
845,1,162,55,20957,24,72,97,35
846,1,159,61,24129,25,74,94,33
847,1,164,79,29372,40,96,116,34
848,1,168,60,21259,44,77,103,37
849,1,170,55,19031,49,67,91,32
850,1,164,62,23052,25,71,101,35
851,1,168,58,20550,21,74,102,38
852,1,165,48,17631,25,62,86,32
853,1,168,60,21259,24,74,97,33
854,1,163,67,25217,26,76,106,34
855,1,167,62,22231,42,68,98,28
856,0,170,87,30104,57,101,111,42
857,1,157,50,20285,34,69,74,37
858,1,178,72,22724,35,73,103,36
859,1,175,83,27102,38,81,115,35
860,0,181,96,29303,35,104,109,41
862,0,176,65,20984,35,82,95,36
863,1,173,62,20716,26,73,99,34
864,1,176,133,42936,55,128,150,48
865,1,150,60,26667,50,79,92,35
866,1,158,79,31646,53,96,108,36
867,1,158,67,26839,43,82,104,36
868,1,170,72,24913,48,78,105,36
869,1,160,53,20703,32,62,92,30
870,0,184,98,28946,58,102,107,41
871,1,166,65,23588,27,74,99,35
872,1,156,51,20957,35,70,97,34
873,1,164,58,21565,32,74,95,32
874,1,168,82,29053,26,91,113,35
875,1,174,61,20148,24,70,98,36
876,1,169,70,24509,36,82,102,30
877,1,164,59,21936,36,79,97,32
878,1,168,60,21259,28,76,103,36
879,1,171,71,24281,26,78,100,38
880,1,164,69,25654,26,84,104,35
881,1,164,54,20077,29,66,92,28
882,1,168,75,26573,28,89,110,38
883,1,172,76,25690,34,82,103,38
884,1,173,71,23723,30,83,101,35
885,1,164,52,19334,23,65,94,34
886,1,163,50,18819,20,63,90,34
887,1,160,61,23828,29,78,95,28
888,1,162,60,22862,36,75,97,35
889,1,155,75,31217,31,84,105,40
890,1,170,68,23529,31,79,103,36
891,1,162,64,24387,33,75,103,37
892,1,165,56,20569,32,65,93,28
893,1,162,65,24768,34,77,104,35
894,1,165,80,29385,54,95,103,39
895,1,168,80,28345,42,94,109,38
896,1,174,68,22460,41,75,101,34
897,1,165,44,16162,30,67,84,32
898,1,158,45,18026,25,63,90,34
899,1,164,58,21565,30,74,98,32
900,1,162,58,22100,23,72,97,29
901,1,171,92,31463,59,95,122,37
902,1,158,65,26037,36,71,100,37
903,1,175,60,19592,27,76,95,32
904,1,161,69,26619,30,79,102,29
905,1,160,105,41016,47,115,113,44
906,1,164,50,18590,23,64,94,34
907,1,158,71,28441,34,87,106,35
908,0,181,83,25335,59,101,110,40
909,0,180,74,22840,58,93,103,39
910,0,180,82,25309,45,91,102,40
911,0,170,79,27336,56,100,102,39
912,0,176,85,27441,49,92,102,42
913,0,172,75,25352,39,98,96,42
914,0,173,65,21718,29,86,100,42
915,1,175,69,22531,22,68,101,29
916,0,178,83,26196,56,95,110,42
917,0,186,103,29772,23,104,110,42
918,0,182,97,29284,25,101,106,43
919,0,170,82,28374,63,98,105,39
920,0,166,83,30120,44,97,101,40
921,1,167,63,22590,23,75,103,34
922,1,164,60,22308,23,76,99,33
923,0,168,84,29762,39,96,108,44
924,0,172,139,46985,42,145,139,52
925,0,182,70,21133,23,76,97,40
926,0,180,94,29012,28,96,107,40
927,0,183,103,30756,46,100,118,40
928,0,180,120,37037,25,117,119,47
929,1,173,68,22720,26,72,101,30
930,1,175,52,16980,37,69,95,37
931,1,163,62,23335,50,80,100,36
932,1,158,83,33248,48,102,124,37
933,1,168,55,19487,37,66,90,28
934,1,157,55,22313,37,70,94,35
935,1,155,51,21228,25,71,95,31
936,1,155,49,20395,47,66,92,35
937,1,162,68,25911,38,85,109,37
938,1,158,67,26839,47,77,108,35
939,1,159,51,20173,33,61,92,27
940,1,155,49,20395,37,68,96,31
941,1,164,45,16731,30,64,86,34
942,0,173,95,31742,56,102,111,44
943,1,164,64,23795,24,71,106,28
944,1,165,74,27181,42,89,106,40
945,1,165,82,30119,42,86,114,32
946,1,159,67,26502,45,82,104,35
947,0,165,75,27548,25,95,99,39
948,1,158,59,23634,35,74,96,36
949,1,164,70,26026,55,91,109,38
950,1,163,58,21830,35,67,97,27
951,1,166,68,24677,54,74,107,37
952,1,170,82,28374,45,101,102,38
953,1,171,71,24281,42,78,105,36
954,1,166,71,25766,34,86,105,35
955,1,174,103,34020,49,103,126,40
956,0,173,79,26396,58,106,114,41
957,1,163,100,37638,23,103,130,42
958,1,166,55,19959,42,68,94,33
959,1,169,66,23108,39,79,95,27
960,1,162,64,24387,27,76,104,37
961,1,174,70,23121,28,78,107,39
962,1,167,78,27968,33,83,105,35
963,0,182,95,28680,25,94,114,42
964,1,152,49,21208,33,73,90,32
965,1,172,65,21971,29,72,100,28
966,1,168,63,22321,20,78,103,37
967,1,170,70,24221,28,76,106,34
968,1,168,61,21613,36,68,101,36
969,1,154,57,24034,54,78,96,35
970,1,164,110,40898,44,129,140,43
971,1,172,65,21971,25,74,100,32
972,1,169,55,19257,31,70,94,32
973,1,160,64,25000,34,74,102,40
974,1,158,53,21231,28,66,94,32
975,1,160,55,21484,44,70,93,34
976,0,173,72,24057,34,92,99,38
977,1,168,65,23030,34,71,103,35
978,1,158,74,29643,,86,112,37
979,0,181,104,31745,62,111,114,43
980,1,165,88,32323,25,95,115,36
981,1,163,105,39520,43,124,120,44
982,1,168,75,26573,33,92,110,35
983,1,172,80,27042,36,85,111,35
984,1,158,48,19228,34,68,94,35
985,1,159,44,17404,28,68,84,36
986,1,163,88,33121,33,95,117,
987,1,165,60,22039,30,80,101,37
988,1,169,72,25209,36,88,108,37
989,1,168,64,22676,39,72,106,32
990,1,168,76,26927,34,85,105,36
991,0,176,89,28732,25,91,110,41
992,1,158,64,25637,41,78,100,36
993,1,165,58,21304,31,77,97,34
994,1,171,84,28727,21,80,103,38
995,1,167,62,22231,42,77,97,37
996,1,172,60,20281,34,74,100,32
997,1,168,65,23030,23,70,102,37
998,1,173,62,20716,23,72,98,37
999,1,164,65,24167,26,89,102,34
1000,1,180,84,25926,36,80,115,41
1001,1,160,79,30859,45,90,108,37
1002,1,176,70,22598,26,74,108,37
1003,1,168,67,23739,30,81,103,33
1004,1,162,60,22862,28,71,99,35
1005,1,175,76,24816,32,93,108,35
1006,1,160,50,19531,37,66,94,37
1007,1,161,88,33949,52,107,122,44
1008,1,164,72,26770,51,89,105,37
1009,0,180,82,25309,33,91,104,33
1010,1,170,62,21453,40,75,100,36
1011,1,163,55,20701,45,76,92,29
1012,1,162,60,22862,28,70,99,33
1013,1,164,49,18218,38,68,91,33
1014,1,167,54,19362,38,61,91,27
1015,1,170,72,24913,30,83,107,37
1016,1,160,89,34766,21,99,123,37
1017,1,168,63,22321,36,77,97,33
1018,1,164,58,21565,45,80,99,31
1019,1,170,113,39100,50,115,139,43
1020,1,163,57,21454,42,78,98,30
1021,1,167,80,28685,52,91,121,37
1022,1,160,95,37109,48,100,120,38
1023,1,156,54,22189,35,66,94,34
1024,1,152,69,29865,50,91,111,33
1025,1,164,55,20449,36,73,93,34
1026,1,164,59,21936,36,76,92,29
1027,1,160,80,31250,44,96,116,37
1028,1,170,96,33218,43,109,134,40
1029,1,158,65,26037,48,86,107,34
1030,1,165,59,21671,22,83,98,35
1031,1,163,47,17690,21,69,89,29
1032,1,164,55,20449,35,66,88,31
1033,1,172,64,21633,30,70,105,34
1034,1,162,53,20195,33,66,92,30
1035,1,169,67,23459,35,81,103,31
1036,1,178,82,25881,33,87,115,39
1037,1,156,58,23833,51,77,96,32
1038,1,170,76,26298,51,90,110,40
1039,1,167,71,25458,53,80,111,33
1040,1,163,92,34627,55,104,121,37
1041,1,169,51,17857,32,68,89,33
1042,1,164,65,24167,53,80,104,38
1043,1,166,55,19959,23,79,98,35
1044,1,168,46,16298,21,63,86,33
1045,1,164,58,21565,33,71,97,33
1046,1,159,74,29271,28,88,110,36
1047,1,164,60,22308,39,72,98,39
1048,1,164,51,18962,22,70,92,31
1049,1,173,64,21384,23,80,104,34
1050,1,163,64,24088,50,82,102,36
1051,1,173,80,26730,55,99,111,37
1052,1,156,70,28764,57,86,104,32
1053,1,164,60,22308,36,74,94,32
1054,1,150,61,27111,33,76,103,32
1055,1,165,69,25344,22,91,103,38
1056,1,168,102,36139,46,100,132,38
1057,1,164,78,29001,48,95,112,38
1058,1,172,56,18929,22,64,96,29
1059,1,160,73,28516,49,90,106,41
1060,1,173,87,29069,33,92,114,37
1061,1,167,53,19004,26,63,95,33
1062,1,171,70,23939,30,86,110,36
1063,1,170,57,19723,51,73,100,36
1064,1,174,74,24442,26,74,106,34
1065,1,170,130,44983,30,127,137,38
1066,1,163,89,33498,56,105,120,42
1067,0,186,80,23124,34,86,103,42
1068,1,180,70,21605,42,81,103,36
1069,1,166,89,32298,41,98,112,42
1070,1,165,66,24242,25,72,102,35
1071,1,164,70,26026,27,81,104,38
1072,1,164,120,44616,38,110,130,40
1073,1,167,71,25458,40,82,97,37
1074,1,164,59,21936,33,75,99,34
1075,1,168,75,26573,49,89,108,38
1076,1,160,90,35156,36,97,115,39
1077,1,176,61,19693,31,68,100,34
1078,0,175,90,29388,25,98,110,38
1079,1,170,74,25606,49,80,104,32
1080,1,168,60,21259,23,75,100,33
1081,1,159,75,29667,51,91,107,38
1082,1,170,59,20415,25,76,100,37
1083,1,178,84,26512,31,90,110,37
1084,1,168,85,30116,48,90,110,38
1085,1,161,78,30091,46,90,117,42
1086,1,158,80,32046,51,98,113,42
1087,1,178,84,26512,49,87,118,38
1088,1,158,70,28040,49,88,114,37
1089,1,170,52,17993,22,71,94,30
1090,1,170,60,20761,31,73,102,38
1091,1,169,56,19607,40,72,91,34
1092,1,164,58,21565,41,72,94,31
1093,1,164,54,20077,47,69,96,31
1094,1,172,61,20619,34,75,95,35
1095,1,159,69,27293,49,87,103,36
1096,1,168,68,24093,47,76,100,36
1097,0,170,76,26298,43,91,104,30
1098,1,158,64,25637,59,85,101,35
1099,1,160,80,31250,39,65,97,31
1100,1,172,53,17915,28,68,88,34
1101,1,164,79,29372,59,110,121,40
1102,,,,,61,,,
1103,1,168,74,26219,29,88,104,39
1104,1,165,80,29385,44,97,113,38
1105,1,162,60,22862,32,78,100,35
1106,0,175,93,30367,24,104,111,44
1107,1,162,54,20576,28,70,96,34
1108,1,170,50,17301,27,62,92,32
1109,1,167,55,19721,39,72,95,33
1110,0,179,105,32771,38,108,115,42
1111,1,163,70,26346,35,83,104,33
1112,1,167,64,22948,26,75,102,35
1113,1,164,78,29001,54,85,114,38
1114,1,165,86,31589,47,101,113,41
1115,1,155,55,22893,32,73,99,32
1116,1,157,77,31239,48,93,112,39
1117,0,180,76,23457,26,86,104,42
1118,1,168,60,21259,35,74,95,34
1119,1,175,60,19592,25,65,92,29
1120,1,162,86,32769,40,95,115,38
1121,1,172,69,23323,30,74,92,31
1122,1,164,95,35321,49,102,123,38
1123,1,167,91,32629,41,97,117,38
1124,1,150,48,21333,30,72,93,35
1125,1,165,61,22406,22,72,101,32
1126,1,168,67,23739,36,86,102,32
1127,1,176,80,25826,54,92,113,32
1128,1,162,52,19814,38,64,94,33
1129,1,172,56,18929,38,66,91,29
1130,1,170,76,26298,52,92,104,38
1131,1,156,51,20957,52,74,96,30
1132,1,161,73,28162,47,85,107,34
1133,1,167,65,23307,38,74,99,30
1134,1,168,68,24093,45,72,103,32
1135,1,165,55,20202,38,71,95,32
1136,1,156,42,17258,50,64,88,30
1137,0,185,103,30095,51,101,119,40
1138,1,160,61,23828,30,74,101,34
1139,1,168,63,22321,52,79,97,34
1140,1,155,58,24142,55,75,98,35
1141,0,169,99,34663,60,112,122,42
1142,1,165,83,30487,38,93,114,36
1143,1,160,46,17969,32,64,90,29
1144,1,160,70,27344,29,90,100,35
1145,1,164,57,21193,25,65,96,33
1146,1,167,50,17928,35,64,92,33
1147,1,164,79,29372,47,91,109,37
1148,1,156,79,32462,54,95,111,36
1149,1,160,55,21484,48,77,92,33
1150,1,163,105,39520,48,104,134,40
1151,1,160,85,33203,45,110,112,37
1152,1,175,82,26776,55,82,112,40
1153,1,164,90,33462,37,106,122,40
1154,1,172,66,22309,28,72,102,31
1155,1,163,60,22583,25,77,97,33
1156,1,167,55,19721,32,68,98,35
1157,1,162,91,34675,36,101,125,40
1158,1,162,72,27435,48,86,103,36
1159,0,179,70,21847,30,81,102,40
1160,1,164,54,20077,48,63,94,33
1161,0,182,87,26265,28,91,106,41
1162,1,158,100,40058,45,101,130,42
1163,1,176,80,25826,47,90,111,36
1164,1,167,62,22231,52,71,101,31
1165,1,150,47,20889,53,76,91,33
1166,1,158,63,25236,69,90,107,34
1167,1,164,72,26770,69,99,102,32
1168,1,155,78,32466,49,83,114,38
1169,1,163,53,19948,45,77,93,33
1170,1,164,65,24167,57,82,102,36
1171,1,162,63,24005,55,80,103,34
1172,0,184,80,23629,38,90,102,40
1173,1,170,83,28720,32,91,114,38
1174,1,167,91,32629,41,104,119,37
1175,1,167,53,19004,20,64,94,31
1176,1,164,93,34578,43,103,120,37
1177,1,172,60,20281,20,68,95,32
1178,1,165,86,31589,38,97,113,37
1179,1,175,65,21224,34,72,102,38
1180,0,0,0,0,33,0,0,0
1181,1,160,91,35547,41,107,113,35
1182,0,176,100,32283,26,111,116,43
1183,1,163,59,22206,36,80,102,35
1184,0,169,90,31512,45,103,107,43
1185,1,163,66,24841,42,89,106,34
1186,1,164,55,20449,38,67,96,31
1187,1,154,50,21083,39,76,94,32
1188,1,163,53,19948,35,70,92,31
1189,1,168,51,18070,38,67,93,32
1190,1,162,57,21719,28,69,92,33
1191,1,158,65,26037,50,81,103,34
1192,1,170,73,25260,49,83,103,34
1193,1,164,72,26770,25,82,110,37
1194,1,178,72,22724,44,74,106,34
1195,1,161,53,20447,48,68,98,32
1196,1,173,64,21384,47,74,104,34
1197,1,162,68,25911,49,85,103,34
1198,1,165,58,21304,32,64,92,30
1199,1,165,54,19835,27,66,91,33
1200,1,170,60,20761,27,69,95,34
1201,1,176,70,22598,42,76,106,32
1202,1,164,65,24167,50,77,101,34
1203,1,160,59,23047,53,78,97,32
1204,1,164,70,26026,46,82,106,34
1205,1,168,65,23030,24,70,104,33
1206,1,173,104,34749,35,100,129,35
1207,1,167,65,23307,28,71,94,31
1208,1,169,68,23809,27,75,98,34
1209,1,164,59,21936,31,69,89,32
1210,1,164,64,23795,33,79,96,36
1211,1,164,71,26398,54,81,110,31
1212,1,166,63,22863,48,71,98,31
1213,1,162,85,32388,35,87,107,37
1214,1,164,78,29001,46,94,104,34
1215,1,164,59,21936,42,75,98,32
1216,1,166,73,26492,39,77,102,34
1217,1,175,65,21224,44,75,101,34
1218,1,167,123,44103,55,130,139,48
1219,1,180,86,26543,34,92,112,36
1220,1,156,59,24244,38,73,90,31
1221,1,170,62,21453,42,75,95,34
1222,1,164,69,25654,50,87,107,37
1223,1,158,74,29643,35,95,110,35
1224,1,162,57,21719,36,68,93,32
1225,1,156,47,19313,27,65,91,29
1226,1,176,74,23889,28,75,99,34
1227,1,164,66,24539,29,91,102,32
1228,1,174,62,20478,28,72,93,30
1229,1,169,71,24859,27,85,105,40
1230,1,165,59,21671,32,70,96,32
1231,1,160,48,18750,22,62,92,31
1232,1,168,65,23030,34,75,100,34
1233,1,172,83,28056,34,84,102,32
1234,1,165,58,21304,28,76,99,35
1235,1,167,58,20797,20,72,97,32
1236,1,173,60,20047,22,71,99,34
1237,1,165,70,25712,22,75,101,35
1238,1,173,66,22052,21,72,102,33
1239,1,162,84,32007,53,108,117,37
1240,1,160,59,23047,34,74,97,35
1241,1,156,69,28353,35,85,105,35
1242,1,164,69,25654,37,76,108,39
1243,1,170,68,23529,37,74,102,31
1244,1,153,90,38447,55,107,118,41
1246,1,164,79,29372,44,94,112,34
1247,1,168,72,25510,47,89,107,37
1248,1,165,70,25712,20,82,107,35
1249,1,164,90,33462,54,109,121,39
1250,0,178,65,20515,24,75,89,35
1251,1,164,68,25283,32,74,97,31
1252,1,170,48,16609,21,63,91,30
1253,1,167,65,23307,22,75,101,31
1254,0,175,79,25796,27,82,99,38
1255,1,168,58,20550,39,74,95,32
1256,1,162,71,27054,31,80,111,34
1257,1,160,51,19922,24,70,94,31
1258,1,175,85,27755,56,94,112,32
1259,0,183,91,27173,34,93,107,43
1260,1,150,67,29778,53,96,93,37
1261,1,164,55,20449,21,70,92,34
1262,1,162,100,38104,39,126,103,36
1263,1,170,65,22491,32,71,100,31
1264,1,178,84,26512,47,90,107,37
1265,1,173,105,35083,36,98,129,39
1266,1,167,83,29761,47,98,106,33
1267,1,155,54,22477,49,73,96,32
1268,1,164,71,26398,41,79,101,37
1269,1,182,67,20227,51,75,99,34
1270,1,167,80,28685,43,88,108,38
1271,1,164,70,26026,54,84,104,38
1272,1,164,74,27513,52,91,105,33
1273,1,165,56,20569,28,70,93,36
1274,1,168,51,18070,26,65,90,35
1275,1,176,84,27118,46,104,103,41
1276,1,168,96,34014,46,100,124,36
1277,1,158,68,27239,26,76,103,34
1278,1,158,62,24836,42,77,104,37
1279,0,176,85,27441,36,97,105,43
1280,1,171,68,23255,25,82,95,30
1281,1,160,73,28516,49,85,105,40
1282,1,173,62,20716,31,73,96,34
1283,1,164,79,29372,30,88,110,36
1284,1,158,52,20830,30,62,87,34
1285,1,170,92,31834,51,93,112,33
1286,0,185,104,30387,27,103,110,47
1287,1,176,57,18401,24,67,90,33
1288,1,167,126,45179,36,119,120,38
1289,0,175,90,29388,30,97,105,40
1290,1,158,68,27239,49,73,103,38
1291,1,175,78,25469,30,83,112,37
1292,1,167,54,19362,25,64,94,38
1293,1,160,72,28125,45,87,104,36
1294,1,162,61,23243,26,75,95,36
1295,1,167,59,21155,21,73,98,34
1296,0,177,74,23620,21,80,96,38
1297,1,158,65,26037,50,82,103,35
1298,1,164,54,20077,38,70,92,30
1299,1,158,63,25236,46,78,93,38
1300,1,156,58,23833,52,74,100,33
1301,1,170,56,19377,26,64,89,27
1302,1,170,75,25952,25,78,106,36
1303,1,160,73,28516,30,83,107,36
1304,1,164,80,29744,49,94,112,33
1305,1,175,73,23837,46,88,106,35
1306,1,164,82,30488,42,88,112,37
1307,1,174,62,20478,22,66,92,33
1308,1,156,84,34517,46,104,117,34
1309,1,164,77,28629,50,100,110,38
1310,1,168,66,23384,49,82,99,35
1311,1,165,65,23875,46,83,96,36
1312,1,161,92,35492,47,92,116,36
1313,1,175,77,25143,38,78,104,37
1314,1,158,75,30043,42,87,105,35
1315,1,172,76,25690,40,79,113,30
1316,1,170,60,20761,45,69,96,28
1317,1,173,98,32744,29,96,120,36
1318,0,176,80,25826,24,87,103,39
1319,1,163,55,20701,44,73,94,34
1320,1,160,64,25000,60,80,99,33
1321,1,167,77,27609,44,82,111,36
1322,1,178,57,17990,22,69,98,34
1323,1,164,48,17847,27,60,86,26
1324,0,186,83,23991,25,80,102,30
1325,1,173,72,24057,24,74,109,34
1326,1,164,82,30488,44,96,113,38
1327,1,155,116,48283,49,110,134,45
1328,1,153,54,23068,47,64,95,32
1329,1,163,55,20701,23,69,99,32
1330,1,158,64,25637,44,90,100,37
1331,1,164,95,35321,48,103,118,39
1332,1,165,60,22039,40,77,99,31
1333,1,153,44,18796,21,67,77,32
1334,1,163,85,31992,27,89,114,37
1335,1,160,55,21484,48,69,96,35
1336,1,156,69,28353,50,90,104,35
1337,1,165,53,19467,34,67,92,28
1338,1,164,62,23052,28,77,101,33
1339,1,163,67,25217,48,77,92,30
1340,1,164,75,27885,47,84,101,37
1341,1,158,80,32046,36,89,108,34
1342,1,169,73,25559,47,86,109,38
1343,1,158,74,29643,27,87,111,38
1344,1,167,60,21514,24,72,96,36
1345,1,160,56,21875,25,62,92,28
1346,1,167,85,30478,28,97,118,37
1347,1,170,83,28720,47,87,117,37
1348,1,164,47,17475,21,63,88,31
1349,1,164,80,29744,23,84,111,35
1350,1,158,50,20029,55,66,90,33
1351,1,157,79,32050,27,92,112,38
1352,0,180,70,21605,31,84,101,40
1353,1,175,70,22857,39,80,107,37
1354,1,172,59,19943,29,72,96,33
1355,1,158,44,17625,34,66,86,34
1356,1,164,54,20077,31,74,98,33
1357,1,161,49,18904,24,63,90,32
1358,1,156,50,20546,35,66,95,31
1359,1,167,55,19721,27,71,100,34
1360,1,167,44,15777,25,58,82,26
1361,1,164,63,23424,35,80,100,36
1362,0,179,66,20599,22,70,98,38
1363,1,163,73,27476,28,81,108,34
1364,1,157,59,23936,37,78,103,34
1365,1,169,60,21008,22,62,100,34
1366,1,163,52,19572,44,62,91,31
1367,1,155,60,24974,46,82,96,33
1368,0,182,85,25661,51,88,110,40
1369,0,172,86,29070,57,107,110,44
1370,1,165,90,33058,51,99,112,36
1371,0,172,78,26366,60,88,110,41
1372,1,168,90,31888,50,99,117,37
1373,0,176,78,25181,33,97,107,39
1374,1,154,51,21504,54,69,92,34
1375,1,164,60,22308,29,70,100,34
1376,0,166,93,33749,58,116,110,46
1377,1,175,58,18939,22,67,95,35
1378,1,164,60,22308,35,80,100,37
1379,1,160,50,19531,24,64,91,31
1380,1,170,101,34948,57,105,126,41
1381,1,164,50,18590,34,66,88,27
1382,1,173,91,30405,25,91,120,34
1383,1,168,51,18070,34,62,91,31
1384,1,158,45,18026,45,60,86,25
1385,1,163,62,23335,49,75,99,36
1386,1,156,93,38215,51,102,123,37
1387,1,180,88,27160,33,84,112,38
1388,1,168,59,20904,26,67,98,35
1389,1,168,80,28345,40,92,110,33
1390,1,160,59,23047,26,71,101,34
1391,1,164,66,24539,56,82,106,38
1392,1,160,50,19531,40,69,85,31
1393,1,168,82,29053,48,101,110,37
1394,1,173,70,23389,26,77,104,36
1395,1,155,52,21644,52,70,91,27
1396,1,162,65,24768,42,77,103,34
1397,1,165,66,24242,49,75,100,38
1398,1,160,68,26563,41,82,104,40
1399,1,156,54,22189,40,72,95,34
1400,0,181,92,28082,23,90,107,42
1401,1,158,83,33248,50,92,109,36
1402,1,169,64,22408,31,73,98,38
1403,0,182,100,30190,49,110,116,35
1404,1,175,58,18939,25,67,90,31
1405,1,165,59,21671,26,72,94,33
1406,1,164,60,22308,22,72,98,28
1407,1,170,59,20415,37,74,94,38
1408,1,171,62,21203,32,71,93,35
1409,1,170,51,17647,36,69,88,32
1410,0,185,90,26297,28,94,105,42
1411,1,164,52,19334,27,68,92,34
1362,0,179,66,20599,22,70,98,38
1413,1,164,59,21936,33,74,101,34
1414,1,166,86,31209,28,92,111,38
1415,1,158,48,19228,47,60,90,38
1416,1,173,61,20382,38,75,95,35
1417,1,170,64,22145,23,72,101,35
1418,1,154,55,23191,22,69,94,34
1419,1,164,54,20077,37,63,90,27
1420,1,156,48,19724,29,68,91,30
1421,1,170,68,23529,31,72,101,36
1422,1,155,52,21644,49,74,96,33
1423,1,172,84,28394,27,89,107,31
1424,1,163,59,22206,42,60,91,27
1425,1,176,128,41322,34,119,140,40
1426,1,160,55,21484,38,70,97,33
1427,1,167,74,26534,48,79,106,36
1428,1,169,83,29061,38,93,111,38
1429,1,161,55,21218,38,73,94,34
1430,1,170,65,22491,35,74,98,28
1431,1,167,81,29044,45,97,109,37
1432,1,158,81,32447,44,96,116,38
1433,1,167,65,23307,25,68,99,28
1434,1,155,50,20812,23,67,93,32
1435,1,160,58,22656,21,71,101,38
1436,1,159,72,28480,48,92,102,31
1437,1,171,74,25307,36,80,108,35
1438,1,164,70,26026,45,86,106,37
1439,1,168,52,18424,24,68,94,36
1440,1,172,70,23661,33,79,108,36
1441,1,161,53,20447,33,69,94,31
1442,1,156,71,29175,59,93,107,38
1443,1,168,57,20196,29,64,93,34
1444,1,176,85,27441,60,83,119,38
1445,1,164,56,20821,36,64,96,35
1446,1,175,84,27429,23,88,100,31
1447,1,167,62,22231,29,65,100,32
1448,1,168,60,21259,32,73,100,35
1449,1,155,50,20812,23,68,88,32
1450,1,162,58,22100,39,71,95,32
1451,0,180,84,25926,28,85,100,42
